coordinates,publication,filename,authorName,archiveType,variableType,description,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits,rank
"[14.05, 66.44, 243]",Temp12k1_0_1,Svanavatnet.Bjune.2008.lpd,Anne E. Bjune,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[14.05, 66.44, 243]",Temp12k1_0_1,Svanavatnet.Bjune.2008.lpd,H. J. B. Birks,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,K. Mezgec,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,B. Stenni,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,X. Crosta,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,V. Masson-Delmotte,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,C. Baroni,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,M. Braida,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,V. Ciardini,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,E. Colizza,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,R. Melis,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,M. C. Salvatore,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,M. Severi,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,C. Scarchilli,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,R. Traversi,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,R. Udisti,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[159.18, -72.82, 2315]",Temp12k1_0_1,TALDICE.Mezgec.2017.lpd,M. Frezzotti,GlacierIce,inferred,"age_calBP	age, , , calendar years before present, , , Dating Severi et al. 2012 CP, ,N,",NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,J. E. Tierney,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,J. M. Russell,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,Y. Huang,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,J. S. S. Damste,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,E. C. Hopmans,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,A. S. Cohen,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,J. E. Tierney,LakeSediment,inferred,Composite of cores KH3 and KH4,NA,Lake Surface,Temperature,degC,1
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,J. M. Russell,LakeSediment,inferred,Composite of cores KH3 and KH4,NA,Lake Surface,Temperature,degC,1
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,Y. Huang,LakeSediment,inferred,Composite of cores KH3 and KH4,NA,Lake Surface,Temperature,degC,1
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,J. S. S. Damste,LakeSediment,inferred,Composite of cores KH3 and KH4,NA,Lake Surface,Temperature,degC,1
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,E. C. Hopmans,LakeSediment,inferred,Composite of cores KH3 and KH4,NA,Lake Surface,Temperature,degC,1
"[29.83, -6.72, 773]",Temp12k1_0_1,Tanganyika.Tierney.2008.lpd,A. S. Cohen,LakeSediment,inferred,Composite of cores KH3 and KH4,NA,Lake Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Simon H.H. Nielsen,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Nal̢N Ko̤,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Xavier Crosta,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Simon H.H. Nielsen,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Nal̢N Ko̤,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Xavier Crosta,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Simon H.H. Nielsen,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Nal̢N Ko̤,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Xavier Crosta,MarineSediment,inferred,NA,NA,NA,Age,BP,NA
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Simon H.H. Nielsen,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Nal̢N Ko̤,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[6, -50, -3700]",Temp12k1_0_1,TN057-17.Nielsen.2004.lpd,Xavier Crosta,MarineSediment,inferred,NA,NA,Sea Surface,Temperature,degC,1
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Melissa A. Berke,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Thomas C. Johnson,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Josef P. Werne,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Stefan Schouten,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Jaap S. Sinninghe Damst̩,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Melissa A. Berke,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Thomas C. Johnson,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Josef P. Werne,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Kliti Grice,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Stefan Schouten,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[33.1983, -1.2317, 1133]",Temp12k1_0_1,Victoria.Berke.2012.lpd,Jaap S. Sinninghe Damst̩,LakeSediment,inferred,NA,NA,Lake Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Gary D. Clow,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Eric J. Steig,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Christo Buizert,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,T. J. Fudge,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Michelle Koutnik,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Edwin D. Waddington,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Richard B. Alley,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Jeffrey P. Severinghaus,GlacierIce,inferred,NA,NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Gary D. Clow,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Eric J. Steig,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Christo Buizert,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,T. J. Fudge,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Michelle Koutnik,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Edwin D. Waddington,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Richard B. Alley,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Cuffey.2016.lpd,Jeffrey P. Severinghaus,GlacierIce,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,John M. Fegyveresi,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Richard B. Alley,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joan J. Fitzpatrick,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joseph R. Mcconnell,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Donald E. Voigt,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Matthew K. Spencer,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Nathan T. Stevens,GlacierIce,inferred,NA,NA,NA,sampleID,unitless,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,John M. Fegyveresi,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Richard B. Alley,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joan J. Fitzpatrick,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joseph R. Mcconnell,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Donald E. Voigt,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Matthew K. Spencer,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Nathan T. Stevens,GlacierIce,inferred,Centered Sample Age : WD2014 Time Scale (yr bf 1950 <c2><b1> <c2><bd> close-off sample integration time),NA,NA,Age,BP,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,John M. Fegyveresi,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Richard B. Alley,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joan J. Fitzpatrick,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joseph R. Mcconnell,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Donald E. Voigt,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Matthew K. Spencer,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Nathan T. Stevens,GlacierIce,inferred,NA,NA,NA,ageUncertainty,yr,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,John M. Fegyveresi,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Richard B. Alley,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joan J. Fitzpatrick,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joseph R. Mcconnell,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Donald E. Voigt,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Matthew K. Spencer,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Nathan T. Stevens,GlacierIce,inferred,Modeled Equivalent Temperatures (C),NA,Air Surface,Temperature,degC,1
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,John M. Fegyveresi,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Richard B. Alley,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joan J. Fitzpatrick,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Kurt M. Cuffey,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Joseph R. Mcconnell,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Donald E. Voigt,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Matthew K. Spencer,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-112.08, -79.4676, 1806]",Temp12k1_0_1,WAISDivide.Fegyveresi.2016.lpd,Nathan T. Stevens,GlacierIce,inferred,NA,NA,NA,tempError,degC,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Teresa R. Krause,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,James M. Russell,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Rui Zhang,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,John W. Williams,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Stephen T. Jackson,LakeSediment,inferred,NA,NA,NA,Age,BP,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Teresa R. Krause,LakeSediment,inferred,NA,NA,Soil Surface,soilTemp,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,James M. Russell,LakeSediment,inferred,NA,NA,Soil Surface,soilTemp,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Rui Zhang,LakeSediment,inferred,NA,NA,Soil Surface,soilTemp,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,John W. Williams,LakeSediment,inferred,NA,NA,Soil Surface,soilTemp,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Stephen T. Jackson,LakeSediment,inferred,NA,NA,Soil Surface,soilTemp,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Teresa R. Krause,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,James M. Russell,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Rui Zhang,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,John W. Williams,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Stephen T. Jackson,LakeSediment,inferred,NA,NA,Air Surface,Temperature,degC,1
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Teresa R. Krause,LakeSediment,inferred,NA,NA,NA,pH,pH,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,James M. Russell,LakeSediment,inferred,NA,NA,NA,pH,pH,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Rui Zhang,LakeSediment,inferred,NA,NA,NA,pH,pH,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,John W. Williams,LakeSediment,inferred,NA,NA,NA,pH,pH,NA
"[-80.7767, 34.168, 1.5]",Temp12k1_0_1,WhitePond.Krause.2019.lpd,Stephen T. Jackson,LakeSediment,inferred,NA,NA,NA,pH,pH,NA
"[-159.2859, 3.9062, -11]",iso2k1_0_0,CO09NUTB.lpd,I.S. Nurhati,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[-162.13, 5.87, -10]",iso2k1_0_0,CO11NUPM.lpd, Intan S.   Cobb  Kim M.   Di Lorenzo  Emanuele N U R H A T I,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[110.656, 19.287, -4]",iso2k1_0_0,CO13DESC01A.lpd,NA,Coral,inferred,carbonate,D18O Seawater,Na,D18O,permil,1
"[172.7469, 3.0731, -5]",iso2k1_0_0,CO14CABT.lpd,Jessica E. Carilli,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[172.7469, 3.0731, -5]",iso2k1_0_0,CO14CABT.lpd,Jessica E. Carilli,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Sri Yudawati Cahyarini,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Miriam Pfeiffer,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Intan Suci Nurhati,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Edvin Aldrian,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Wolf-Christian Dullo,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[123.5167, -10.2, -3]",iso2k1_0_0,CO14CATI.lpd,Steffen Hetzinger,Coral,inferred,inferred seawater,D18O Seawater,Sea Surface,D18O,permil,1
"[110.667, 19.308, -6]",iso2k1_0_0,CO17DESC01A.lpd,NA,Coral,inferred,inferred seawater,D18O Seawater,Na,D18O,permil,1
"[110.662, 19.301, -6]",iso2k1_0_0,CO17DESC02A.lpd,NA,Coral,inferred,inferred seawater,D18O Seawater,Na,D18O,permil,1
